"id","type","platform_priority","text","media_file","why_viral"
"sm_014","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для родителей, вариант 2

Взрослый английский начинается не с Present Perfect.

Он начинается, когда возврат денег, тебе нужно сказать что-то простое, но спокойно.

Не Give me my money back.
А: I'd like to request a refund.

Деньги и сервис дают сильную практическую ценность.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_015","carousel_seed","instagram>facebook","Карусель: телефонный звонок

Слайд 1: По телефону английский сложнее: нет жестов, мимики и времени подумать.
Слайд 2: Неудачный дословный вариант — I don't hear.
Слайд 3: Почему это звучит не так
Слайд 4-8: Sorry, the line is breaking up. / Could you repeat the last part? / Let me write that down. / Could you send it by email as well? / Thanks, that's clear now.
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_015.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_016","reel_script","instagram>threads>facebook","POV: ты реально попал в ситуацию ""small talk"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: Normal.
3. короткая пауза/реакция лицом
4. живой вариант:
• Pretty good, thanks.
• Can't complain.
• How about you?
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_017","roleplay_sketch","instagram>threads>facebook","Тот самый момент, когда отель, а ты переводишь с русского

Скетч:
Русская мысль: My room is bad.
Внутренний голос: звучит слишком резко.
Нормальный английский: There seems to be a problem with my room.
Если нужно мягче: The key card isn't working.

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","","узнавание; комедийная роль; легко отправить другу"
"sm_018","native_surprise","instagram>threads>facebook","Английский странный: почему не ""I wait you"", а ""I'll wait for you.""?

Русская логика говорит: I wait you
Живой английский говорит: I'll wait for you.

Почему: wait почти всегда требует for перед человеком.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","media/sm_018.png","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_019","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для работы, вариант 3

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: дедлайн на работе.
Когда дедлайн нереальный, английский должен звучать профессионально, а не резко.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• I'm concerned about the timeline.
• To do it properly, we'll need more time.
• Can we adjust the deadline?

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_020","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: документы

1. Which documents do I need to provide?
2. Is a copy enough?
3. Could you confirm the deadline?
4. Where should I upload it?
5. Do I need to bring the original?

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_020.png","сохраняемость; практическая ситуация; короткий список"
"sm_021","mistake_fix","instagram>threads>facebook","Не говори: I feel myself bad
Лучше: I don't feel well.

Почему: myself здесь лишний.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_021.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_022","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""You are wrong."" без грубости?

Мой вариант:
I see your point.

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_023","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для родителей, вариант 3

Взрослый английский начинается не с Present Perfect.

Он начинается, когда рабочий звонок, тебе нужно сказать что-то простое, но спокойно.

Не I don't know.
А: Let me check that.

30+ часто учат английский не для экзамена, а чтобы звучать спокойно в работе.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_024","carousel_seed","instagram>facebook","Карусель: банк

Слайд 1: В банке или поддержке хочется спорить спокойно, а не звучать грубо.
Слайд 2: Неудачный дословный вариант — You took my money.
Слайд 3: Почему это звучит не так
Слайд 4-8: I don't recognize this charge. / Could you check the details? / I'd like to dispute it. / When will I get an update? / Could you send confirmation?
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_024.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_025","reel_script","instagram>threads>facebook","POV: ты реально попал в ситуацию ""возврат денег"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: Give me my money back.
3. короткая пауза/реакция лицом
4. живой вариант:
• I'd like to request a refund.
• The issue hasn't been resolved.
• Could you explain my options?
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_026","roleplay_sketch","instagram>threads>facebook","Тот самый момент, когда телефонный звонок, а ты переводишь с русского

Скетч:
Русская мысль: I don't hear.
Внутренний голос: звучит слишком резко.
Нормальный английский: Sorry, the line is breaking up.
Если нужно мягче: Could you repeat the last part?

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","","узнавание; комедийная роль; легко отправить другу"
"sm_027","native_surprise","instagram>threads>facebook","Английский странный: почему не ""Open me the door"", а ""Open the door for me.""?

Русская логика говорит: Open me the door
Живой английский говорит: Open the door for me.

Почему: for me уходит в конец.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","media/sm_027.png","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_028","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для работы, вариант 4

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: презентация.
На презентации страшно не забыть слова и не зависнуть после вопроса.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• Today I'd like to walk you through...
• The main point is...
• Let me give you an example.

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_029","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: врач

1. It hurts here.
2. It started yesterday.
3. It gets worse when I move.
4. It feels sharp.
5. What should I do next?

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_029.png","сохраняемость; практическая ситуация; короткий список"
"sm_030","mistake_fix","instagram>threads>facebook","Не говори: Explain me
Лучше: Explain it to me.

Почему: после explain нужен объект, потом to me.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_030.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_031","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""Where I go?"" без грубости?

Мой вариант:
Has the gate changed?

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_032","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для родителей, вариант 4

Взрослый английский начинается не с Present Perfect.

Он начинается, когда аренда, тебе нужно сказать что-то простое, но спокойно.

Не Fix it now.
А: The heating stopped working.

Бытовые проблемы за границей дают практическую ценность здесь и сейчас.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_033","carousel_seed","instagram>facebook","Карусель: собеседование

Слайд 1: На собеседовании английский должен звучать уверенно, но не заученно.
Слайд 2: Неудачный дословный вариант — I have experience.
Слайд 3: Почему это звучит не так
Слайд 4-8: My main experience is in... / I was responsible for... / One project I'm proud of is... / What I learned there was... / I'm looking for a role where...
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_033.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_034","reel_script","instagram>threads>facebook","POV: ты реально попал в ситуацию ""рабочий звонок"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: I don't know.
3. короткая пауза/реакция лицом
4. живой вариант:
• Let me check that.
• I need a minute to think.
• What I mean is...
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_035","roleplay_sketch","instagram>threads>facebook","Тот самый момент, когда банк, а ты переводишь с русского

Скетч:
Русская мысль: You took my money.
Внутренний голос: звучит слишком резко.
Нормальный английский: I don't recognize this charge.
Если нужно мягче: Could you check the details?

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","","узнавание; комедийная роль; легко отправить другу"
"sm_036","native_surprise","instagram>threads>facebook","Английский странный: почему не ""Discuss about it"", а ""Discuss it.""?

Русская логика говорит: Discuss about it
Живой английский говорит: Discuss it.

Почему: discuss уже включает идею about.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","media/sm_036.png","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_037","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для работы, вариант 5

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: школа ребёнка.
С учителем ребёнка хочется говорить взрослым тоном, даже если английский неидеальный.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• I'd like to talk about something I'm concerned about.
• Could you tell me what you've noticed?
• What can we do at home?

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_038","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: small talk

1. Pretty good, thanks.
2. Can't complain.
3. How about you?
4. That sounds interesting.
5. I've been meaning to ask you...

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_038.png","сохраняемость; практическая ситуация; короткий список"
"sm_039","mistake_fix","instagram>threads>facebook","Не говори: I am boring
Лучше: I am bored.

Почему: boring — я скучный, bored — мне скучно.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_039.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_040","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""My room is bad."" без грубости?

Мой вариант:
There seems to be a problem with my room.

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_041","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для родителей, вариант 5

Взрослый английский начинается не с Present Perfect.

Он начинается, когда дедлайн на работе, тебе нужно сказать что-то простое, но спокойно.

Не This is impossible.
А: I'm concerned about the timeline.

Рабочий английский для 30+ часто про границы и ответственность.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_042","carousel_seed","instagram>facebook","Карусель: документы

Слайд 1: Когда речь про документы, хочется уточнить всё без лишней паники.
Слайд 2: Неудачный дословный вариант — What papers need?
Слайд 3: Почему это звучит не так
Слайд 4-8: Which documents do I need to provide? / Is a copy enough? / Could you confirm the deadline? / Where should I upload it? / Do I need to bring the original?
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_042.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_043","reel_script","instagram>threads>facebook","POV: ты реально попал в ситуацию ""аренда"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: Fix it now.
3. короткая пауза/реакция лицом
4. живой вариант:
• The heating stopped working.
• Could someone take a look?
• It's quite urgent.
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_044","roleplay_sketch","instagram>threads>facebook","Тот самый момент, когда собеседование, а ты переводишь с русского

Скетч:
Русская мысль: I have experience.
Внутренний голос: звучит слишком резко.
Нормальный английский: My main experience is in...
Если нужно мягче: I was responsible for...

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","","узнавание; комедийная роль; легко отправить другу"
"sm_045","native_surprise","instagram>threads>facebook","Английский странный: почему не ""I didn't went"", а ""I didn't go.""?

Русская логика говорит: I didn't went
Живой английский говорит: I didn't go.

Почему: после didn't глагол возвращается в базовую форму.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","media/sm_045.png","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_046","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для работы, вариант 6

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: ресторан.
В ресторане сложно исправить заказ так, чтобы не звучать раздражённо.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• Sorry, I think there was a mix-up.
• I ordered it without cheese.
• Could you change it, please?

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_047","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: возврат денег

1. I'd like to request a refund.
2. The issue hasn't been resolved.
3. Could you explain my options?
4. How long does the refund usually take?
5. Could you send me confirmation?

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_047.png","сохраняемость; практическая ситуация; короткий список"
"sm_048","mistake_fix","instagram>threads>facebook","Не говори: I need go
Лучше: I need to go.

Почему: после need перед глаголом нужен to.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_048.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_049","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""I don't hear."" без грубости?

Мой вариант:
Sorry, the line is breaking up.

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_050","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для родителей, вариант 6

Взрослый английский начинается не с Present Perfect.

Он начинается, когда презентация, тебе нужно сказать что-то простое, но спокойно.

Не I will tell about...
А: Today I'd like to walk you through...

Публичная речь на английском бьёт прямо в страх оценки.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_051","carousel_seed","instagram>facebook","Карусель: врач

Слайд 1: У врача страшно говорить неточно: хочется объяснить боль понятно и без паники.
Слайд 2: Неудачный дословный вариант — I have pain.
Слайд 3: Почему это звучит не так
Слайд 4-8: It hurts here. / It started yesterday. / It gets worse when I move. / It feels sharp. / What should I do next?
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_051.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_052","reel_script","instagram>threads>facebook","POV: ты реально попал в ситуацию ""дедлайн на работе"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: This is impossible.
3. короткая пауза/реакция лицом
4. живой вариант:
• I'm concerned about the timeline.
• To do it properly, we'll need more time.
• Can we adjust the deadline?
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_053","roleplay_sketch","instagram>threads>facebook","Тот самый момент, когда документы, а ты переводишь с русского

Скетч:
Русская мысль: What papers need?
Внутренний голос: звучит слишком резко.
Нормальный английский: Which documents do I need to provide?
Если нужно мягче: Is a copy enough?

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","","узнавание; комедийная роль; легко отправить другу"
"sm_054","native_surprise","instagram>threads>facebook","Английский странный: почему не ""Advices"", а ""Advice.""?

Русская логика говорит: Advices
Живой английский говорит: Advice.

Почему: advice обычно неисчисляемое.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","media/sm_054.png","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_055","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для работы, вариант 7

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: несогласие на встрече.
Не согласиться по-английски хочется мягко, но не выглядеть слабым.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• I see your point.
• I'm not sure I agree with that part.
• My concern is...

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_056","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: рабочий звонок

1. Let me check that.
2. I need a minute to think.
3. What I mean is...
4. Could you clarify one thing?
5. I'll get back to you today.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_056.png","сохраняемость; практическая ситуация; короткий список"
"sm_057","mistake_fix","instagram>threads>facebook","Не говори: I very like it
Лучше: I really like it.

Почему: very не усиливает глагол напрямую.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_057.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_058","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""You took my money."" без грубости?

Мой вариант:
I don't recognize this charge.

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_059","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для родителей, вариант 7

Взрослый английский начинается не с Present Perfect.

Он начинается, когда школа ребёнка, тебе нужно сказать что-то простое, но спокойно.

Не My child has problem.
А: I'd like to talk about something I'm concerned about.

Родительские ситуации дают аудитории 30+ сильное узнавание.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_060","carousel_seed","instagram>facebook","Карусель: small talk

Слайд 1: Small talk пугает не темой, а тем, что надо быстро и естественно ответить.
Слайд 2: Неудачный дословный вариант — Normal.
Слайд 3: Почему это звучит не так
Слайд 4-8: Pretty good, thanks. / Can't complain. / How about you? / That sounds interesting. / I've been meaning to ask you...
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_060.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_061","reel_script","instagram>threads>facebook","POV: ты реально попал в ситуацию ""презентация"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: I will tell about...
3. короткая пауза/реакция лицом
4. живой вариант:
• Today I'd like to walk you through...
• The main point is...
• Let me give you an example.
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_062","roleplay_sketch","instagram>threads>facebook","Тот самый момент, когда врач, а ты переводишь с русского

Скетч:
Русская мысль: I have pain.
Внутренний голос: звучит слишком резко.
Нормальный английский: It hurts here.
Если нужно мягче: It started yesterday.

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","","узнавание; комедийная роль; легко отправить другу"
"sm_063","native_surprise","instagram>threads>facebook","Английский странный: почему не ""How is it called?"", а ""What is it called?""?

Русская логика говорит: How is it called?
Живой английский говорит: What is it called?

Почему: русская конструкция переносится в английский.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","media/sm_063.png","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_064","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для работы, вариант 8

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: аэропорт.
В аэропорту английский нужен быстро: ворота, задержка, пересадка, багаж.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• Has the gate changed?
• Is the flight delayed?
• Where can I get help?

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_065","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: аренда

1. The heating stopped working.
2. Could someone take a look?
3. It's quite urgent.
4. When could you arrange a repair?
5. Thank you for your help.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_065.png","сохраняемость; практическая ситуация; короткий список"
"sm_066","mistake_fix","instagram>threads>facebook","Не говори: I wait you
Лучше: I'll wait for you.

Почему: wait почти всегда требует for перед человеком.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_066.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_067","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""I have experience."" без грубости?

Мой вариант:
My main experience is in...

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_068","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для родителей, вариант 8

Взрослый английский начинается не с Present Perfect.

Он начинается, когда ресторан, тебе нужно сказать что-то простое, но спокойно.

Не This is wrong.
А: Sorry, I think there was a mix-up.

Сервисные ситуации дают быстрые, сохраняемые фразы.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
