"id","type","hook","text","duration_sec","opening_frame","retention_device","why_viral"
"sm_043","reel_script","POV: ты реально попал в ситуацию ""аренда"" и английский нужен сейчас","POV: ты реально попал в ситуацию ""аренда"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: Fix it now.
3. короткая пауза/реакция лицом
4. живой вариант:
• The heating stopped working.
• Could someone take a look?
• It's quite urgent.
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","28","Крупный живой кадр: аренда. Текст: ""Английский нужен не потом, а сейчас""","каждая следующая фраза закрывает реальную проблему в сцене","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_044","roleplay_sketch","Тот самый момент, когда собеседование, а ты переводишь с русского","Тот самый момент, когда собеседование, а ты переводишь с русского

Скетч:
Русская мысль: I have experience.
Внутренний голос: звучит слишком резко.
Нормальный английский: My main experience is in...
Если нужно мягче: I was responsible for...

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","35","Низко-полированный живой кадр, подпись: ""I have experience.""","","узнавание; комедийная роль; легко отправить другу"
"sm_045","native_surprise","Английский странный: почему не ""I didn't went"", а ""I didn't go.""?","Английский странный: почему не ""I didn't went"", а ""I didn't go.""?

Русская логика говорит: I didn't went
Живой английский говорит: I didn't go.

Почему: после didn't глагол возвращается в базовую форму.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","18","Крупный текст: ""I didn't went"" зачёркнуто","сначала конфликт с русской логикой, потом быстрый ответ","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_052","reel_script","POV: ты реально попал в ситуацию ""дедлайн на работе"" и английский нужен сейчас","POV: ты реально попал в ситуацию ""дедлайн на работе"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: This is impossible.
3. короткая пауза/реакция лицом
4. живой вариант:
• I'm concerned about the timeline.
• To do it properly, we'll need more time.
• Can we adjust the deadline?
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","28","Крупный живой кадр: дедлайн на работе. Текст: ""Английский нужен не потом, а сейчас""","каждая следующая фраза закрывает реальную проблему в сцене","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_053","roleplay_sketch","Тот самый момент, когда документы, а ты переводишь с русского","Тот самый момент, когда документы, а ты переводишь с русского

Скетч:
Русская мысль: What papers need?
Внутренний голос: звучит слишком резко.
Нормальный английский: Which documents do I need to provide?
Если нужно мягче: Is a copy enough?

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","35","Низко-полированный живой кадр, подпись: ""What papers need?""","","узнавание; комедийная роль; легко отправить другу"
"sm_054","native_surprise","Английский странный: почему не ""Advices"", а ""Advice.""?","Английский странный: почему не ""Advices"", а ""Advice.""?

Русская логика говорит: Advices
Живой английский говорит: Advice.

Почему: advice обычно неисчисляемое.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","18","Крупный текст: ""Advices"" зачёркнуто","сначала конфликт с русской логикой, потом быстрый ответ","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_061","reel_script","POV: ты реально попал в ситуацию ""презентация"" и английский нужен сейчас","POV: ты реально попал в ситуацию ""презентация"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: I will tell about...
3. короткая пауза/реакция лицом
4. живой вариант:
• Today I'd like to walk you through...
• The main point is...
• Let me give you an example.
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","28","Крупный живой кадр: презентация. Текст: ""Английский нужен не потом, а сейчас""","каждая следующая фраза закрывает реальную проблему в сцене","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_062","roleplay_sketch","Тот самый момент, когда врач, а ты переводишь с русского","Тот самый момент, когда врач, а ты переводишь с русского

Скетч:
Русская мысль: I have pain.
Внутренний голос: звучит слишком резко.
Нормальный английский: It hurts here.
Если нужно мягче: It started yesterday.

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","35","Низко-полированный живой кадр, подпись: ""I have pain.""","","узнавание; комедийная роль; легко отправить другу"
"sm_063","native_surprise","Английский странный: почему не ""How is it called?"", а ""What is it called?""?","Английский странный: почему не ""How is it called?"", а ""What is it called?""?

Русская логика говорит: How is it called?
Живой английский говорит: What is it called?

Почему: русская конструкция переносится в английский.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","18","Крупный текст: ""How is it called?"" зачёркнуто","сначала конфликт с русской логикой, потом быстрый ответ","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_070","reel_script","POV: ты реально попал в ситуацию ""школа ребёнка"" и английский нужен сейчас","POV: ты реально попал в ситуацию ""школа ребёнка"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: My child has problem.
3. короткая пауза/реакция лицом
4. живой вариант:
• I'd like to talk about something I'm concerned about.
• Could you tell me what you've noticed?
• What can we do at home?
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","28","Крупный живой кадр: школа ребёнка. Текст: ""Английский нужен не потом, а сейчас""","каждая следующая фраза закрывает реальную проблему в сцене","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_071","roleplay_sketch","Тот самый момент, когда small talk, а ты переводишь с русского","Тот самый момент, когда small talk, а ты переводишь с русского

Скетч:
Русская мысль: Normal.
Внутренний голос: звучит слишком резко.
Нормальный английский: Pretty good, thanks.
Если нужно мягче: Can't complain.

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","35","Низко-полированный живой кадр, подпись: ""Normal.""","","узнавание; комедийная роль; легко отправить другу"
"sm_072","native_surprise","Английский странный: почему не ""Make a photo"", а ""Take a photo.""?","Английский странный: почему не ""Make a photo"", а ""Take a photo.""?

Русская логика говорит: Make a photo
Живой английский говорит: Take a photo.

Почему: фото по-английски не делают, а берут.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","18","Крупный текст: ""Make a photo"" зачёркнуто","сначала конфликт с русской логикой, потом быстрый ответ","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_079","reel_script","POV: ты реально попал в ситуацию ""ресторан"" и английский нужен сейчас","POV: ты реально попал в ситуацию ""ресторан"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: This is wrong.
3. короткая пауза/реакция лицом
4. живой вариант:
• Sorry, I think there was a mix-up.
• I ordered it without cheese.
• Could you change it, please?
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","28","Крупный живой кадр: ресторан. Текст: ""Английский нужен не потом, а сейчас""","каждая следующая фраза закрывает реальную проблему в сцене","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_080","roleplay_sketch","Тот самый момент, когда возврат денег, а ты переводишь с русского","Тот самый момент, когда возврат денег, а ты переводишь с русского

Скетч:
Русская мысль: Give me my money back.
Внутренний голос: звучит слишком резко.
Нормальный английский: I'd like to request a refund.
Если нужно мягче: The issue hasn't been resolved.

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","35","Низко-полированный живой кадр, подпись: ""Give me my money back.""","","узнавание; комедийная роль; легко отправить другу"
"sm_081","native_surprise","Английский странный: почему не ""I have 30 years"", а ""I'm 30.""?","Английский странный: почему не ""I have 30 years"", а ""I'm 30.""?

Русская логика говорит: I have 30 years
Живой английский говорит: I'm 30.

Почему: возраст в английском — состояние, а не possession.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","18","Крупный текст: ""I have 30 years"" зачёркнуто","сначала конфликт с русской логикой, потом быстрый ответ","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_088","reel_script","POV: ты реально попал в ситуацию ""несогласие на встрече"" и английский нужен сейчас","POV: ты реально попал в ситуацию ""несогласие на встрече"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: You are wrong.
3. короткая пауза/реакция лицом
4. живой вариант:
• I see your point.
• I'm not sure I agree with that part.
• My concern is...
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","28","Крупный живой кадр: несогласие на встрече. Текст: ""Английский нужен не потом, а сейчас""","каждая следующая фраза закрывает реальную проблему в сцене","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_089","roleplay_sketch","Тот самый момент, когда рабочий звонок, а ты переводишь с русского","Тот самый момент, когда рабочий звонок, а ты переводишь с русского

Скетч:
Русская мысль: I don't know.
Внутренний голос: звучит слишком резко.
Нормальный английский: Let me check that.
Если нужно мягче: I need a minute to think.

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","35","Низко-полированный живой кадр, подпись: ""I don't know.""","","узнавание; комедийная роль; легко отправить другу"
"sm_090","native_surprise","Английский странный: почему не ""I live here 5 years"", а ""I've lived here for 5 years.""?","Английский странный: почему не ""I live here 5 years"", а ""I've lived here for 5 years.""?

Русская логика говорит: I live here 5 years
Живой английский говорит: I've lived here for 5 years.

Почему: срок до настоящего момента требует present perfect.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","18","Крупный текст: ""I live here 5 years"" зачёркнуто","сначала конфликт с русской логикой, потом быстрый ответ","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_097","reel_script","POV: ты реально попал в ситуацию ""аэропорт"" и английский нужен сейчас","POV: ты реально попал в ситуацию ""аэропорт"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: Where I go?
3. короткая пауза/реакция лицом
4. живой вариант:
• Has the gate changed?
• Is the flight delayed?
• Where can I get help?
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","28","Крупный живой кадр: аэропорт. Текст: ""Английский нужен не потом, а сейчас""","каждая следующая фраза закрывает реальную проблему в сцене","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_098","roleplay_sketch","Тот самый момент, когда аренда, а ты переводишь с русского","Тот самый момент, когда аренда, а ты переводишь с русского

Скетч:
Русская мысль: Fix it now.
Внутренний голос: звучит слишком резко.
Нормальный английский: The heating stopped working.
Если нужно мягче: Could someone take a look?

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","35","Низко-полированный живой кадр, подпись: ""Fix it now.""","","узнавание; комедийная роль; легко отправить другу"
"sm_099","native_surprise","Английский странный: почему не ""Can you borrow me money?"", а ""Can you lend me money?""?","Английский странный: почему не ""Can you borrow me money?"", а ""Can you lend me money?""?

Русская логика говорит: Can you borrow me money?
Живой английский говорит: Can you lend me money?

Почему: borrow — брать, lend — давать.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","18","Крупный текст: ""Can you borrow me money?"" зачёркнуто","сначала конфликт с русской логикой, потом быстрый ответ","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_106","reel_script","POV: ты реально попал в ситуацию ""отель"" и английский нужен сейчас","POV: ты реально попал в ситуацию ""отель"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: My room is bad.
3. короткая пауза/реакция лицом
4. живой вариант:
• There seems to be a problem with my room.
• The key card isn't working.
• Could someone take a look?
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","28","Крупный живой кадр: отель. Текст: ""Английский нужен не потом, а сейчас""","каждая следующая фраза закрывает реальную проблему в сцене","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_107","roleplay_sketch","Тот самый момент, когда дедлайн на работе, а ты переводишь с русского","Тот самый момент, когда дедлайн на работе, а ты переводишь с русского

Скетч:
Русская мысль: This is impossible.
Внутренний голос: звучит слишком резко.
Нормальный английский: I'm concerned about the timeline.
Если нужно мягче: To do it properly, we'll need more time.

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","35","Низко-полированный живой кадр, подпись: ""This is impossible.""","","узнавание; комедийная роль; легко отправить другу"
"sm_108","native_surprise","Английский странный: почему не ""I am agree"", а ""I agree.""?","Английский странный: почему не ""I am agree"", а ""I agree.""?

Русская логика говорит: I am agree
Живой английский говорит: I agree.

Почему: agree уже глагол, ему не нужен am.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","18","Крупный текст: ""I am agree"" зачёркнуто","сначала конфликт с русской логикой, потом быстрый ответ","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_115","reel_script","POV: ты реально попал в ситуацию ""телефонный звонок"" и английский нужен сейчас","POV: ты реально попал в ситуацию ""телефонный звонок"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: I don't hear.
3. короткая пауза/реакция лицом
4. живой вариант:
• Sorry, the line is breaking up.
• Could you repeat the last part?
• Let me write that down.
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","28","Крупный живой кадр: телефонный звонок. Текст: ""Английский нужен не потом, а сейчас""","каждая следующая фраза закрывает реальную проблему в сцене","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_116","roleplay_sketch","Тот самый момент, когда презентация, а ты переводишь с русского","Тот самый момент, когда презентация, а ты переводишь с русского

Скетч:
Русская мысль: I will tell about...
Внутренний голос: звучит слишком резко.
Нормальный английский: Today I'd like to walk you through...
Если нужно мягче: The main point is...

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","35","Низко-полированный живой кадр, подпись: ""I will tell about...""","","узнавание; комедийная роль; легко отправить другу"
"sm_117","native_surprise","Английский странный: почему не ""Tell me please"", а ""Could you tell me, please?""?","Английский странный: почему не ""Tell me please"", а ""Could you tell me, please?""?

Русская логика говорит: Tell me please
Живой английский говорит: Could you tell me, please?

Почему: прямой порядок звучит как команда.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","18","Крупный текст: ""Tell me please"" зачёркнуто","сначала конфликт с русской логикой, потом быстрый ответ","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_124","reel_script","POV: ты реально попал в ситуацию ""банк"" и английский нужен сейчас","POV: ты реально попал в ситуацию ""банк"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: You took my money.
3. короткая пауза/реакция лицом
4. живой вариант:
• I don't recognize this charge.
• Could you check the details?
• I'd like to dispute it.
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","28","Крупный живой кадр: банк. Текст: ""Английский нужен не потом, а сейчас""","каждая следующая фраза закрывает реальную проблему в сцене","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_125","roleplay_sketch","Тот самый момент, когда школа ребёнка, а ты переводишь с русского","Тот самый момент, когда школа ребёнка, а ты переводишь с русского

Скетч:
Русская мысль: My child has problem.
Внутренний голос: звучит слишком резко.
Нормальный английский: I'd like to talk about something I'm concerned about.
Если нужно мягче: Could you tell me what you've noticed?

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","35","Низко-полированный живой кадр, подпись: ""My child has problem.""","","узнавание; комедийная роль; легко отправить другу"
"sm_126","native_surprise","Английский странный: почему не ""I feel myself bad"", а ""I don't feel well.""?","Английский странный: почему не ""I feel myself bad"", а ""I don't feel well.""?

Русская логика говорит: I feel myself bad
Живой английский говорит: I don't feel well.

Почему: myself здесь лишний.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","18","Крупный текст: ""I feel myself bad"" зачёркнуто","сначала конфликт с русской логикой, потом быстрый ответ","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
