"id","type","platform_priority","text","media_file","why_viral"
"sm_013","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для родителей, вариант 3

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: дедлайн на работе.
Когда дедлайн нереальный, английский должен звучать профессионально, а не резко.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• I'm concerned about the timeline.
• To do it properly, we'll need more time.
• Can we adjust the deadline?

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_014","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: документы

1. Which documents do I need to provide?
2. Is a copy enough?
3. Could you confirm the deadline?
4. Where should I upload it?
5. Do I need to bring the original?

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_014.png","сохраняемость; практическая ситуация; короткий список"
"sm_015","mistake_fix","instagram>threads>facebook","Не говори: I feel myself bad
Лучше: I don't feel well.

Почему: myself здесь лишний.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_015.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_016","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""You are wrong."" без грубости?

Мой вариант:
I see your point.

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_017","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для тех, кто давно не учился, вариант 3

Взрослый английский начинается не с Present Perfect.

Он начинается, когда рабочий звонок, тебе нужно сказать что-то простое, но спокойно.

Не I don't know.
А: Let me check that.

30+ часто учат английский не для экзамена, а чтобы звучать спокойно в работе.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_018","carousel_seed","instagram>facebook","Карусель: банк

Слайд 1: В банке или поддержке хочется спорить спокойно, а не звучать грубо.
Слайд 2: Неудачный дословный вариант — You took my money.
Слайд 3: Почему это звучит не так
Слайд 4-8: I don't recognize this charge. / Could you check the details? / I'd like to dispute it. / When will I get an update? / Could you send confirmation?
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_018.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_019","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для поездки, вариант 4

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: презентация.
На презентации страшно не забыть слова и не зависнуть после вопроса.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• Today I'd like to walk you through...
• The main point is...
• Let me give you an example.

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_020","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: врач

1. It hurts here.
2. It started yesterday.
3. It gets worse when I move.
4. It feels sharp.
5. What should I do next?

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_020.png","сохраняемость; практическая ситуация; короткий список"
"sm_021","mistake_fix","instagram>threads>facebook","Не говори: Explain me
Лучше: Explain it to me.

Почему: после explain нужен объект, потом to me.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_021.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_022","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""Where I go?"" без грубости?

Мой вариант:
Has the gate changed?

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_023","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для собеседования, вариант 4

Взрослый английский начинается не с Present Perfect.

Он начинается, когда аренда, тебе нужно сказать что-то простое, но спокойно.

Не Fix it now.
А: The heating stopped working.

Бытовые проблемы за границей дают практическую ценность здесь и сейчас.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_024","carousel_seed","instagram>facebook","Карусель: собеседование

Слайд 1: На собеседовании английский должен звучать уверенно, но не заученно.
Слайд 2: Неудачный дословный вариант — I have experience.
Слайд 3: Почему это звучит не так
Слайд 4-8: My main experience is in... / I was responsible for... / One project I'm proud of is... / What I learned there was... / I'm looking for a role where...
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_024.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_025","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для тех, кто давно не учился, вариант 5

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: школа ребёнка.
С учителем ребёнка хочется говорить взрослым тоном, даже если английский неидеальный.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• I'd like to talk about something I'm concerned about.
• Could you tell me what you've noticed?
• What can we do at home?

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_026","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: small talk

1. Pretty good, thanks.
2. Can't complain.
3. How about you?
4. That sounds interesting.
5. I've been meaning to ask you...

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_026.png","сохраняемость; практическая ситуация; короткий список"
"sm_027","mistake_fix","instagram>threads>facebook","Не говори: I am boring
Лучше: I am bored.

Почему: boring — я скучный, bored — мне скучно.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_027.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_028","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""My room is bad."" без грубости?

Мой вариант:
There seems to be a problem with my room.

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_029","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для разговора с врачом, вариант 5

Взрослый английский начинается не с Present Perfect.

Он начинается, когда дедлайн на работе, тебе нужно сказать что-то простое, но спокойно.

Не This is impossible.
А: I'm concerned about the timeline.

Рабочий английский для 30+ часто про границы и ответственность.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_030","carousel_seed","instagram>facebook","Карусель: документы

Слайд 1: Когда речь про документы, хочется уточнить всё без лишней паники.
Слайд 2: Неудачный дословный вариант — What papers need?
Слайд 3: Почему это звучит не так
Слайд 4-8: Which documents do I need to provide? / Is a copy enough? / Could you confirm the deadline? / Where should I upload it? / Do I need to bring the original?
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_030.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_031","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для собеседования, вариант 6

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: ресторан.
В ресторане сложно исправить заказ так, чтобы не звучать раздражённо.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• Sorry, I think there was a mix-up.
• I ordered it without cheese.
• Could you change it, please?

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_032","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: возврат денег

1. I'd like to request a refund.
2. The issue hasn't been resolved.
3. Could you explain my options?
4. How long does the refund usually take?
5. Could you send me confirmation?

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_032.png","сохраняемость; практическая ситуация; короткий список"
"sm_033","mistake_fix","instagram>threads>facebook","Не говори: I need go
Лучше: I need to go.

Почему: после need перед глаголом нужен to.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_033.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_034","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""I don't hear."" без грубости?

Мой вариант:
Sorry, the line is breaking up.

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_035","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для тех, кто всё понимает, но молчит, вариант 6

Взрослый английский начинается не с Present Perfect.

Он начинается, когда презентация, тебе нужно сказать что-то простое, но спокойно.

Не I will tell about...
А: Today I'd like to walk you through...

Публичная речь на английском бьёт прямо в страх оценки.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_036","carousel_seed","instagram>facebook","Карусель: врач

Слайд 1: У врача страшно говорить неточно: хочется объяснить боль понятно и без паники.
Слайд 2: Неудачный дословный вариант — I have pain.
Слайд 3: Почему это звучит не так
Слайд 4-8: It hurts here. / It started yesterday. / It gets worse when I move. / It feels sharp. / What should I do next?
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_036.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_037","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для разговора с врачом, вариант 7

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: несогласие на встрече.
Не согласиться по-английски хочется мягко, но не выглядеть слабым.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• I see your point.
• I'm not sure I agree with that part.
• My concern is...

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_038","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: рабочий звонок

1. Let me check that.
2. I need a minute to think.
3. What I mean is...
4. Could you clarify one thing?
5. I'll get back to you today.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_038.png","сохраняемость; практическая ситуация; короткий список"
"sm_039","mistake_fix","instagram>threads>facebook","Не говори: I very like it
Лучше: I really like it.

Почему: very не усиливает глагол напрямую.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_039.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_040","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""You took my money."" без грубости?

Мой вариант:
I don't recognize this charge.

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_041","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для сервиса и поддержки, вариант 7

Взрослый английский начинается не с Present Perfect.

Он начинается, когда школа ребёнка, тебе нужно сказать что-то простое, но спокойно.

Не My child has problem.
А: I'd like to talk about something I'm concerned about.

Родительские ситуации дают аудитории 30+ сильное узнавание.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_042","carousel_seed","instagram>facebook","Карусель: small talk

Слайд 1: Small talk пугает не темой, а тем, что надо быстро и естественно ответить.
Слайд 2: Неудачный дословный вариант — Normal.
Слайд 3: Почему это звучит не так
Слайд 4-8: Pretty good, thanks. / Can't complain. / How about you? / That sounds interesting. / I've been meaning to ask you...
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_042.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_043","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для тех, кто всё понимает, но молчит, вариант 8

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: аэропорт.
В аэропорту английский нужен быстро: ворота, задержка, пересадка, багаж.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• Has the gate changed?
• Is the flight delayed?
• Where can I get help?

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_044","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: аренда

1. The heating stopped working.
2. Could someone take a look?
3. It's quite urgent.
4. When could you arrange a repair?
5. Thank you for your help.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_044.png","сохраняемость; практическая ситуация; короткий список"
"sm_045","mistake_fix","instagram>threads>facebook","Не говори: I wait you
Лучше: I'll wait for you.

Почему: wait почти всегда требует for перед человеком.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_045.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_046","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""I have experience."" без грубости?

Мой вариант:
My main experience is in...

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_047","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для переписки, вариант 8

Взрослый английский начинается не с Present Perfect.

Он начинается, когда ресторан, тебе нужно сказать что-то простое, но спокойно.

Не This is wrong.
А: Sorry, I think there was a mix-up.

Сервисные ситуации дают быстрые, сохраняемые фразы.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_048","carousel_seed","instagram>facebook","Карусель: возврат денег

Слайд 1: В поддержке хочется попросить возврат уверенно, но без агрессии.
Слайд 2: Неудачный дословный вариант — Give me my money back.
Слайд 3: Почему это звучит не так
Слайд 4-8: I'd like to request a refund. / The issue hasn't been resolved. / Could you explain my options? / How long does the refund usually take? / Could you send me confirmation?
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_048.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_049","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для сервиса и поддержки, вариант 9

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: отель.
В отеле нужно объяснить проблему спокойно: номер, карта, шум, поздний заезд.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• There seems to be a problem with my room.
• The key card isn't working.
• Could someone take a look?

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_050","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: дедлайн на работе

1. I'm concerned about the timeline.
2. To do it properly, we'll need more time.
3. Can we adjust the deadline?
4. What should we prioritize first?
5. I can send an update by Friday.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_050.png","сохраняемость; практическая ситуация; короткий список"
"sm_051","mistake_fix","instagram>threads>facebook","Не говори: Open me the door
Лучше: Open the door for me.

Почему: for me уходит в конец.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_051.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_052","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""What papers need?"" без грубости?

Мой вариант:
Which documents do I need to provide?

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_053","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для работы, вариант 9

Взрослый английский начинается не с Present Perfect.

Он начинается, когда несогласие на встрече, тебе нужно сказать что-то простое, но спокойно.

Не You are wrong.
А: I see your point.

30+ нужен английский для статуса и уважительного тона.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_054","carousel_seed","instagram>facebook","Карусель: рабочий звонок

Слайд 1: На рабочем звонке английский есть в голове, но ответ не выходит вовремя.
Слайд 2: Неудачный дословный вариант — I don't know.
Слайд 3: Почему это звучит не так
Слайд 4-8: Let me check that. / I need a minute to think. / What I mean is... / Could you clarify one thing? / I'll get back to you today.
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_054.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_055","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для переписки, вариант 10

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: телефонный звонок.
По телефону английский сложнее: нет жестов, мимики и времени подумать.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• Sorry, the line is breaking up.
• Could you repeat the last part?
• Let me write that down.

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_056","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: презентация

1. Today I'd like to walk you through...
2. The main point is...
3. Let me give you an example.
4. That's a great question.
5. I'll follow up with the details.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_056.png","сохраняемость; практическая ситуация; короткий список"
"sm_057","mistake_fix","instagram>threads>facebook","Не говори: Discuss about it
Лучше: Discuss it.

Почему: discuss уже включает идею about.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_057.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_058","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""I have pain."" без грубости?

Мой вариант:
It hurts here.

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_059","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для жизни за границей, вариант 10

Взрослый английский начинается не с Present Perfect.

Он начинается, когда аэропорт, тебе нужно сказать что-то простое, но спокойно.

Не Where I go?
А: Has the gate changed?

Путешествия 30+ дают понятный страх: потеряться и не суметь спросить.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_060","carousel_seed","instagram>facebook","Карусель: аренда

Слайд 1: Когда дома что-то сломалось, хочется написать арендодателю без агрессии.
Слайд 2: Неудачный дословный вариант — Fix it now.
Слайд 3: Почему это звучит не так
Слайд 4-8: The heating stopped working. / Could someone take a look? / It's quite urgent. / When could you arrange a repair? / Thank you for your help.
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_060.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_061","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для работы, вариант 11

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: банк.
В банке или поддержке хочется спорить спокойно, а не звучать грубо.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• I don't recognize this charge.
• Could you check the details?
• I'd like to dispute it.

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_062","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: школа ребёнка

1. I'd like to talk about something I'm concerned about.
2. Could you tell me what you've noticed?
3. What can we do at home?
4. Is there anything we should practice?
5. Thank you for letting me know.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_062.png","сохраняемость; практическая ситуация; короткий список"
"sm_063","mistake_fix","instagram>threads>facebook","Не говори: I didn't went
Лучше: I didn't go.

Почему: после didn't глагол возвращается в базовую форму.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_063.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_064","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""Normal."" без грубости?

Мой вариант:
Pretty good, thanks.

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_065","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для родителей, вариант 11

Взрослый английский начинается не с Present Perfect.

Он начинается, когда отель, тебе нужно сказать что-то простое, но спокойно.

Не My room is bad.
А: There seems to be a problem with my room.

В поездках взрослые хотят решить вопрос без конфликта и стыда.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_066","carousel_seed","instagram>facebook","Карусель: дедлайн на работе

Слайд 1: Когда дедлайн нереальный, английский должен звучать профессионально, а не резко.
Слайд 2: Неудачный дословный вариант — This is impossible.
Слайд 3: Почему это звучит не так
Слайд 4-8: I'm concerned about the timeline. / To do it properly, we'll need more time. / Can we adjust the deadline? / What should we prioritize first? / I can send an update by Friday.
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_066.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_067","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для жизни за границей, вариант 12

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: собеседование.
На собеседовании английский должен звучать уверенно, но не заученно.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• My main experience is in...
• I was responsible for...
• One project I'm proud of is...

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
