"id","type","platform_priority","text","media_file","why_viral"
"sm_021","mistake_fix","instagram>threads>facebook","Не говори: Explain me
Лучше: Explain it to me.

Почему: после explain нужен объект, потом to me.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_021.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_024","carousel_seed","instagram>facebook","Карусель: собеседование

Слайд 1: На собеседовании английский должен звучать уверенно, но не заученно.
Слайд 2: Неудачный дословный вариант — I have experience.
Слайд 3: Почему это звучит не так
Слайд 4-8: My main experience is in... / I was responsible for... / One project I'm proud of is... / What I learned there was... / I'm looking for a role where...
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_024.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_026","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: small talk

1. Pretty good, thanks.
2. Can't complain.
3. How about you?
4. That sounds interesting.
5. I've been meaning to ask you...

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_026.png","сохраняемость; практическая ситуация; короткий список"
"sm_027","mistake_fix","instagram>threads>facebook","Не говори: I am boring
Лучше: I am bored.

Почему: boring — я скучный, bored — мне скучно.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_027.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_030","carousel_seed","instagram>facebook","Карусель: документы

Слайд 1: Когда речь про документы, хочется уточнить всё без лишней паники.
Слайд 2: Неудачный дословный вариант — What papers need?
Слайд 3: Почему это звучит не так
Слайд 4-8: Which documents do I need to provide? / Is a copy enough? / Could you confirm the deadline? / Where should I upload it? / Do I need to bring the original?
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_030.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_032","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: возврат денег

1. I'd like to request a refund.
2. The issue hasn't been resolved.
3. Could you explain my options?
4. How long does the refund usually take?
5. Could you send me confirmation?

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_032.png","сохраняемость; практическая ситуация; короткий список"
"sm_033","mistake_fix","instagram>threads>facebook","Не говори: I need go
Лучше: I need to go.

Почему: после need перед глаголом нужен to.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_033.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_036","carousel_seed","instagram>facebook","Карусель: врач

Слайд 1: У врача страшно говорить неточно: хочется объяснить боль понятно и без паники.
Слайд 2: Неудачный дословный вариант — I have pain.
Слайд 3: Почему это звучит не так
Слайд 4-8: It hurts here. / It started yesterday. / It gets worse when I move. / It feels sharp. / What should I do next?
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_036.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_038","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: рабочий звонок

1. Let me check that.
2. I need a minute to think.
3. What I mean is...
4. Could you clarify one thing?
5. I'll get back to you today.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_038.png","сохраняемость; практическая ситуация; короткий список"
"sm_039","mistake_fix","instagram>threads>facebook","Не говори: I very like it
Лучше: I really like it.

Почему: very не усиливает глагол напрямую.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_039.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_042","carousel_seed","instagram>facebook","Карусель: small talk

Слайд 1: Small talk пугает не темой, а тем, что надо быстро и естественно ответить.
Слайд 2: Неудачный дословный вариант — Normal.
Слайд 3: Почему это звучит не так
Слайд 4-8: Pretty good, thanks. / Can't complain. / How about you? / That sounds interesting. / I've been meaning to ask you...
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_042.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_044","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: аренда

1. The heating stopped working.
2. Could someone take a look?
3. It's quite urgent.
4. When could you arrange a repair?
5. Thank you for your help.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_044.png","сохраняемость; практическая ситуация; короткий список"
"sm_045","mistake_fix","instagram>threads>facebook","Не говори: I wait you
Лучше: I'll wait for you.

Почему: wait почти всегда требует for перед человеком.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_045.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_048","carousel_seed","instagram>facebook","Карусель: возврат денег

Слайд 1: В поддержке хочется попросить возврат уверенно, но без агрессии.
Слайд 2: Неудачный дословный вариант — Give me my money back.
Слайд 3: Почему это звучит не так
Слайд 4-8: I'd like to request a refund. / The issue hasn't been resolved. / Could you explain my options? / How long does the refund usually take? / Could you send me confirmation?
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_048.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_050","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: дедлайн на работе

1. I'm concerned about the timeline.
2. To do it properly, we'll need more time.
3. Can we adjust the deadline?
4. What should we prioritize first?
5. I can send an update by Friday.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_050.png","сохраняемость; практическая ситуация; короткий список"
"sm_051","mistake_fix","instagram>threads>facebook","Не говори: Open me the door
Лучше: Open the door for me.

Почему: for me уходит в конец.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_051.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_054","carousel_seed","instagram>facebook","Карусель: рабочий звонок

Слайд 1: На рабочем звонке английский есть в голове, но ответ не выходит вовремя.
Слайд 2: Неудачный дословный вариант — I don't know.
Слайд 3: Почему это звучит не так
Слайд 4-8: Let me check that. / I need a minute to think. / What I mean is... / Could you clarify one thing? / I'll get back to you today.
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_054.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_056","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: презентация

1. Today I'd like to walk you through...
2. The main point is...
3. Let me give you an example.
4. That's a great question.
5. I'll follow up with the details.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_056.png","сохраняемость; практическая ситуация; короткий список"
"sm_057","mistake_fix","instagram>threads>facebook","Не говори: Discuss about it
Лучше: Discuss it.

Почему: discuss уже включает идею about.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_057.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_060","carousel_seed","instagram>facebook","Карусель: аренда

Слайд 1: Когда дома что-то сломалось, хочется написать арендодателю без агрессии.
Слайд 2: Неудачный дословный вариант — Fix it now.
Слайд 3: Почему это звучит не так
Слайд 4-8: The heating stopped working. / Could someone take a look? / It's quite urgent. / When could you arrange a repair? / Thank you for your help.
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_060.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_062","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: школа ребёнка

1. I'd like to talk about something I'm concerned about.
2. Could you tell me what you've noticed?
3. What can we do at home?
4. Is there anything we should practice?
5. Thank you for letting me know.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_062.png","сохраняемость; практическая ситуация; короткий список"
"sm_063","mistake_fix","instagram>threads>facebook","Не говори: I didn't went
Лучше: I didn't go.

Почему: после didn't глагол возвращается в базовую форму.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_063.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_066","carousel_seed","instagram>facebook","Карусель: дедлайн на работе

Слайд 1: Когда дедлайн нереальный, английский должен звучать профессионально, а не резко.
Слайд 2: Неудачный дословный вариант — This is impossible.
Слайд 3: Почему это звучит не так
Слайд 4-8: I'm concerned about the timeline. / To do it properly, we'll need more time. / Can we adjust the deadline? / What should we prioritize first? / I can send an update by Friday.
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_066.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_068","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: ресторан

1. Sorry, I think there was a mix-up.
2. I ordered it without cheese.
3. Could you change it, please?
4. No worries, thank you.
5. Could we also get the bill?

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_068.png","сохраняемость; практическая ситуация; короткий список"
"sm_069","mistake_fix","instagram>threads>facebook","Не говори: Advices
Лучше: Advice.

Почему: advice обычно неисчисляемое.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_069.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_072","carousel_seed","instagram>facebook","Карусель: презентация

Слайд 1: На презентации страшно не забыть слова и не зависнуть после вопроса.
Слайд 2: Неудачный дословный вариант — I will tell about...
Слайд 3: Почему это звучит не так
Слайд 4-8: Today I'd like to walk you through... / The main point is... / Let me give you an example. / That's a great question. / I'll follow up with the details.
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_072.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_074","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: несогласие на встрече

1. I see your point.
2. I'm not sure I agree with that part.
3. My concern is...
4. Could we look at another option?
5. Maybe we can test it first.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_074.png","сохраняемость; практическая ситуация; короткий список"
"sm_075","mistake_fix","instagram>threads>facebook","Не говори: How is it called?
Лучше: What is it called?

Почему: русская конструкция переносится в английский.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_075.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_078","carousel_seed","instagram>facebook","Карусель: школа ребёнка

Слайд 1: С учителем ребёнка хочется говорить взрослым тоном, даже если английский неидеальный.
Слайд 2: Неудачный дословный вариант — My child has problem.
Слайд 3: Почему это звучит не так
Слайд 4-8: I'd like to talk about something I'm concerned about. / Could you tell me what you've noticed? / What can we do at home? / Is there anything we should practice? / Thank you for letting me know.
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_078.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_080","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: аэропорт

1. Has the gate changed?
2. Is the flight delayed?
3. Where can I get help?
4. Do I need to rebook?
5. Could you show me where to go?

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_080.png","сохраняемость; практическая ситуация; короткий список"
"sm_081","mistake_fix","instagram>threads>facebook","Не говори: Make a photo
Лучше: Take a photo.

Почему: фото по-английски не делают, а берут.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_081.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_084","carousel_seed","instagram>facebook","Карусель: ресторан

Слайд 1: В ресторане сложно исправить заказ так, чтобы не звучать раздражённо.
Слайд 2: Неудачный дословный вариант — This is wrong.
Слайд 3: Почему это звучит не так
Слайд 4-8: Sorry, I think there was a mix-up. / I ordered it without cheese. / Could you change it, please? / No worries, thank you. / Could we also get the bill?
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_084.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_086","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: отель

1. There seems to be a problem with my room.
2. The key card isn't working.
3. Could someone take a look?
4. Is it possible to change rooms?
5. Thank you for sorting this out.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_086.png","сохраняемость; практическая ситуация; короткий список"
"sm_087","mistake_fix","instagram>threads>facebook","Не говори: I have 30 years
Лучше: I'm 30.

Почему: возраст в английском — состояние, а не possession.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_087.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_090","carousel_seed","instagram>facebook","Карусель: несогласие на встрече

Слайд 1: Не согласиться по-английски хочется мягко, но не выглядеть слабым.
Слайд 2: Неудачный дословный вариант — You are wrong.
Слайд 3: Почему это звучит не так
Слайд 4-8: I see your point. / I'm not sure I agree with that part. / My concern is... / Could we look at another option? / Maybe we can test it first.
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_090.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_092","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: телефонный звонок

1. Sorry, the line is breaking up.
2. Could you repeat the last part?
3. Let me write that down.
4. Could you send it by email as well?
5. Thanks, that's clear now.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_092.png","сохраняемость; практическая ситуация; короткий список"
"sm_093","mistake_fix","instagram>threads>facebook","Не говори: I live here 5 years
Лучше: I've lived here for 5 years.

Почему: срок до настоящего момента требует present perfect.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_093.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_096","carousel_seed","instagram>facebook","Карусель: аэропорт

Слайд 1: В аэропорту английский нужен быстро: ворота, задержка, пересадка, багаж.
Слайд 2: Неудачный дословный вариант — Where I go?
Слайд 3: Почему это звучит не так
Слайд 4-8: Has the gate changed? / Is the flight delayed? / Where can I get help? / Do I need to rebook? / Could you show me where to go?
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_096.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_098","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: банк — для тех, кто давно не учился, вариант 2

5 фраз на английском для ситуации: банк

1. I don't recognize this charge.
2. Could you check the details?
3. I'd like to dispute it.
4. When will I get an update?
5. Could you send confirmation?

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_098.png","сохраняемость; практическая ситуация; короткий список"
"sm_099","mistake_fix","instagram>threads>facebook","Не говори: Can you borrow me money?
Лучше: Can you lend me money?

Почему: borrow — брать, lend — давать.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_099.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_102","carousel_seed","instagram>facebook","Английский для взрослых: отель — для разговора с врачом, вариант 2

Карусель: отель

Слайд 1: В отеле нужно объяснить проблему спокойно: номер, карта, шум, поздний заезд.
Слайд 2: Неудачный дословный вариант — My room is bad.
Слайд 3: Почему это звучит не так
Слайд 4-8: There seems to be a problem with my room. / The key card isn't working. / Could someone take a look? / Is it possible to change rooms? / Thank you for sorting this out.
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_102.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_104","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: собеседование — для родителей, вариант 2

5 фраз на английском для ситуации: собеседование

1. My main experience is in...
2. I was responsible for...
3. One project I'm proud of is...
4. What I learned there was...
5. I'm looking for a role where...

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_104.png","сохраняемость; практическая ситуация; короткий список"
"sm_105","mistake_fix","instagram>threads>facebook","Не говори: I am agree — для собеседования, вариант 2

Не говори: I am agree
Лучше: I agree.

Почему: agree уже глагол, ему не нужен am.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_105.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_108","carousel_seed","instagram>facebook","Английский для взрослых: телефонный звонок — для тех, кто давно не учился, вариант 2

Карусель: телефонный звонок

Слайд 1: По телефону английский сложнее: нет жестов, мимики и времени подумать.
Слайд 2: Неудачный дословный вариант — I don't hear.
Слайд 3: Почему это звучит не так
Слайд 4-8: Sorry, the line is breaking up. / Could you repeat the last part? / Let me write that down. / Could you send it by email as well? / Thanks, that's clear now.
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_108.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_110","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: документы — для работы, вариант 2

5 фраз на английском для ситуации: документы

1. Which documents do I need to provide?
2. Is a copy enough?
3. Could you confirm the deadline?
4. Where should I upload it?
5. Do I need to bring the original?

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_110.png","сохраняемость; практическая ситуация; короткий список"
"sm_111","mistake_fix","instagram>threads>facebook","Не говори: Tell me please — для поездки, вариант 2

Не говори: Tell me please
Лучше: Could you tell me, please?

Почему: прямой порядок звучит как команда.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_111.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_114","carousel_seed","instagram>facebook","Английский для взрослых: банк — для родителей, вариант 2

Карусель: банк

Слайд 1: В банке или поддержке хочется спорить спокойно, а не звучать грубо.
Слайд 2: Неудачный дословный вариант — You took my money.
Слайд 3: Почему это звучит не так
Слайд 4-8: I don't recognize this charge. / Could you check the details? / I'd like to dispute it. / When will I get an update? / Could you send confirmation?
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_114.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_116","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: врач — для сервиса и поддержки, вариант 2

5 фраз на английском для ситуации: врач

1. It hurts here.
2. It started yesterday.
3. It gets worse when I move.
4. It feels sharp.
5. What should I do next?

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_116.png","сохраняемость; практическая ситуация; короткий список"
"sm_117","mistake_fix","instagram>threads>facebook","Не говори: I feel myself bad — для жизни за границей, вариант 2

Не говори: I feel myself bad
Лучше: I don't feel well.

Почему: myself здесь лишний.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_117.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_120","carousel_seed","instagram>facebook","Английский для взрослых: собеседование — для работы, вариант 2

Карусель: собеседование

Слайд 1: На собеседовании английский должен звучать уверенно, но не заученно.
Слайд 2: Неудачный дословный вариант — I have experience.
Слайд 3: Почему это звучит не так
Слайд 4-8: My main experience is in... / I was responsible for... / One project I'm proud of is... / What I learned there was... / I'm looking for a role where...
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_120.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
