video|slot|role|phrase_en|translation_ru|note
25|3|bait|I'm touched|Меня тронуло|bait not physically touched
25|4|phrase|I miss you|Скучаю|feeling
25|5|phrase|Feels strange|Странно|feeling
26|1|hook|Support people remember|Поддержку помнят|support hook
26|2|phrase|Proud of you|Горжусь тобой|support
26|3|bait|You have me|Я рядом|bait not possession only
26|4|phrase|Lean on me|Опирайся на меня|support
26|5|phrase|Keep breathing|Дыши ровно|calm support
27|1|hook|Apologies land better|Извиняйся лучше|apology hook
27|2|phrase|I owe you|Я должен тебе|apology
27|3|bait|I caused it|Моя вина|bait not technical fault only
27|4|phrase|I regret it|Я жалею|apology
27|5|phrase|Won't happen again|Больше не будет|promise
28|1|hook|Boundaries stay kind|Границы мягче|boundary hook
28|2|phrase|Not comfortable|Мне неудобно|boundary
28|3|bait|I'm out|Я пас|bait not outside only
28|4|phrase|Please stop|Остановись|boundary
28|5|phrase|Respect that|Уважай это|boundary
29|1|hook|Dating sounds normal|Свидание проще|dating hook
29|2|phrase|You free tonight|Ты свободен вечером|date ask
29|3|bait|Invite them out|Позови гулять|bait not outside only
29|4|phrase|Enjoyed tonight|Было здорово|date close
29|5|phrase|Message me later|Напиши позже|date follow up
30|1|hook|Friendship phrases work|Дружба легче|friendship hook
30|2|phrase|Missed you|Скучал по тебе|friendship
30|3|bait|Make peace|Помирись|bait not makeup cosmetics
30|4|phrase|Let's catch up|Давай поболтаем|friendship
30|5|phrase|I'm glad|Я рад|friendship
31|1|hook|Family talk softer|Семья мягче|family hook
31|2|phrase|Call mom|Позвони маме|family
31|3|bait|Resemble dad|Похож на папу|bait not taking after
31|4|phrase|Family dinner|Семейный ужин|family
31|5|phrase|Come home|Возвращайся домой|family
32|1|hook|Parent phrases calm|Родителям легче|parent hook
32|2|phrase|Use your words|Скажи словами|parenting
32|3|bait|Time out|Пауза|bait not time outside
32|4|phrase|Hands off|Руки убери|parenting
32|5|phrase|Good try|Хорошая попытка|parenting
33|1|hook|Motivation worth saving|Сохрани мотивацию|motivation hook
33|2|phrase|Start small|Начни малым|motivation
33|3|bait|Don't drop it|Не бросай|bait not physical dropping only
33|4|phrase|You grew fast|Ты вырос|motivation
33|5|phrase|One step|Шаг за шагом|motivation
34|1|hook|Problems sound manageable|Проблемы проще|problem hook
34|2|phrase|What's wrong|Что не так|problem ask
34|3|bait|Deal with it|Разберись с этим|bait not business deal
34|4|phrase|We need help|Нужна помощь|problem
34|5|phrase|Let's fix this|Давай исправим|solution
35|1|hook|Fixes sound simple|Решения проще|fix hook
35|2|phrase|Patch it|Залатай|repair
35|3|bait|Bypass issue|Обойди проблему|bait not walking around
35|4|phrase|Try another way|Попробуй иначе|solution
35|5|phrase|It worked|Сработало|result
36|1|hook|Learning feels lighter|Учёба легче|learning hook
36|2|phrase|Say it aloud|Скажи вслух|learning
36|3|bait|Absorb quickly|Быстро схвати|bait not only lift
36|4|phrase|Repeat once|Повтори раз|practice
36|5|phrase|Use examples|Используй пример|learning
37|1|hook|Study phrases stick|Учёба цепляет|study hook
37|2|phrase|Take a note|Запиши|study
37|3|bait|Refresh basics|Освежи базу|bait not brush object
37|4|phrase|Check answers|Проверь ответы|study
37|5|phrase|Try speaking|Попробуй говорить|study
38|1|hook|Smalltalk opens doors|Болтовня помогает|small talk hook
38|2|phrase|Long day|Долгий день|small talk
38|3|bait|What's new|Что нового|bait not new object only
38|4|phrase|Busy week|Загруженная неделя|small talk
38|5|phrase|Nice seeing you|Рад был видеть|small talk close
39|1|hook|Weather talk works|Погода помогает|weather hook
39|2|phrase|Looks chilly|Прохладно|weather
39|3|bait|It's pouring|Льёт как из ведра|bait not pouring drink
39|4|phrase|Take a coat|Возьми пальто|weather
39|5|phrase|Feels humid|Влажно|weather
40|1|hook|Compliments feel better|Комплименты лучше|compliment hook
40|2|phrase|Great choice|Отличный выбор|compliment
40|3|bait|Looks sharp|Стильно|bait not physically sharp
40|4|phrase|Nice work|Классная работа|compliment
40|5|phrase|You shine|Ты сияешь|compliment
41|1|hook|Reactions sound alive|Реакции живые|reaction hook
41|2|phrase|Can't be true|Не может быть|reaction
41|3|bait|You're joking|Да ладно|bait not lying accusation
41|4|phrase|That's huge|Вот это да|reaction
41|5|phrase|Crazy story|Дикая история|reaction
42|1|hook|Humor makes friends|Юмор сближает|humor hook
42|2|phrase|Good timing|Вовремя|humor
42|3|bait|Cracks me up|Меня смешит|bait not physical cracks
42|4|phrase|Too funny|Слишком смешно|humor
42|5|phrase|Nice joke|Хорошая шутка|humor
43|1|hook|Online English matters|Онлайн важно|online hook
43|2|phrase|Link works|Ссылка работает|online
43|3|bait|Create account|Создай аккаунт|bait not signature only
43|4|phrase|Page loaded|Страница открылась|online
43|5|phrase|Share link|Поделись ссылкой|online
44|1|hook|Social replies pop|Соцсети цепляют|social hook
44|2|phrase|Post later|Выложи позже|social
44|3|bait|Blow up|Взорваться в сети|bait not explosion only
44|4|phrase|Tag me|Отметь меня|social
44|5|phrase|Looks edited|Похоже на монтаж|social reaction
45|1|hook|Stress phrases help|Стресс легче|stress hook
45|2|phrase|I'm drained|Я выжат|stress
45|3|bait|Feel burned|Выгораешь|bait not literal fire
45|4|phrase|Need silence|Нужна тишина|stress
45|5|phrase|Long shift|Долгая смена|work stress
46|1|hook|Decisions sound clean|Решай чётче|decision hook
46|2|phrase|Choose one|Выбери один|decision
46|3|bait|Sleep on it|Подумай до утра|bait not sleep on object
46|4|phrase|Either option|Любой вариант|decision
46|5|phrase|I'm leaning left|Склоняюсь влево|decision
47|1|hook|Negotiations feel easier|Договориться легче|negotiation hook
47|2|phrase|Meet halfway|Сойдёмся посередине|negotiation
47|3|bait|Give a little|Уступи немного|bait not gift only
47|4|phrase|Sounds reasonable|Звучит разумно|negotiation
47|5|phrase|Let's agree|Договорились|negotiation
48|1|hook|Questions unlock talking|Вопросы открывают|question hook
48|2|phrase|Who else|Кто ещё|question
48|3|bait|What for|Зачем|bait not for object
48|4|phrase|Where exactly|Где именно|question
48|5|phrase|From when|С каких пор|question
49|1|hook|End chats smoothly|Закрывай чат|ending hook
49|2|phrase|Talk soon|Скоро спишемся|chat close
49|3|bait|I'm leaving|Я пошёл|bait not switched off only
49|4|phrase|Catch you later|Увидимся позже|chat close
49|5|phrase|Have fun|Веселись|goodbye
50|1|hook|Hosting sounds warmer|Принимай теплее|hosting hook
50|2|phrase|Step inside|Заходи внутрь|hosting
50|3|bait|Take some|Угощайся|bait not assist yourself
50|4|phrase|Sit anywhere|Садись где хочешь|hosting
50|5|phrase|Feel at home|Будь как дома|hosting
51|1|hook|Routine phrases stick|Быт цепляет|routine hook
51|2|phrase|Rest well|Спокойной ночи|routine
51|3|bait|Stay up|Не ложись|bait not stay upstairs
51|4|phrase|Wake early|Вставай рано|routine
51|5|phrase|Get dressed|Одевайся|routine
52|1|hook|Fitness talk simple|Спорт проще|fitness hook
52|2|phrase|Warm up first|Сначала разомнись|fitness
52|3|bait|Train today|Тренируйся|bait not solve only
52|4|phrase|Stretch slowly|Тянись медленно|fitness
52|5|phrase|Have water|Пей воду|fitness
53|1|hook|Cleaning phrases useful|Уборка полезна|cleaning hook
53|2|phrase|Wipe it down|Протри|cleaning
53|3|bait|Store it away|Убери это|bait not put far
53|4|phrase|Trash it|Выброси|cleaning
53|5|phrase|Looks tidy|Чисто|cleaning
54|1|hook|Transport talk helps|Транспорт проще|transport hook
54|2|phrase|Bus leaves|Автобус уходит|transport
54|3|bait|Board now|Садись|bait not get above
54|4|phrase|Missed stop|Проехал остановку|transport
54|5|phrase|Next station|Следующая станция|transport
55|1|hook|Service phrases save|Сервис проще|service hook
55|2|phrase|Need assistance|Нужна помощь|service
55|3|bait|Hold please|Подождите|bait not holding object
55|4|phrase|Wrong order|Не тот заказ|service
55|5|phrase|Manager please|Менеджера|service
56|1|hook|Secrets sound natural|Секреты мягче|secret hook
56|2|phrase|Between us|Между нами|secret
56|3|bait|Stay silent|Молчи|bait not remain quiet
56|4|phrase|Quietly though|По-тихому|secret slang
56|5|phrase|Don't tell|Не говори|secret
57|1|hook|Refusals stay polite|Отказывай мягко|refusal hook
57|2|phrase|Can't make it|Не смогу|refusal
57|3|bait|I'll pass|Я пас|bait not walking past only
57|4|phrase|Another day maybe|В другой день|refusal
57|5|phrase|Thanks anyway|Всё равно спасибо|refusal
58|1|hook|Modern phrases land|Современные фразы|modern hook
58|2|phrase|Feels off|Что-то не так|modern reaction
58|3|bait|Lands differently|Иначе заходит|bait not physical landing
58|4|phrase|That's real|Это правда|modern response
58|5|phrase|Big mood|Жиза|modern slang
59|1|hook|Save this batch|Сохрани набор|save hook
59|2|phrase|Use tomorrow|Используй завтра|daily use
59|3|bait|Stick with it|Не бросай|bait not glue stick
59|4|phrase|Repeat daily|Повторяй каждый день|practice
59|5|phrase|Share with friends|Поделись с друзьями|share CTA
60|1|hook|People love these|Людям зайдёт|final hook
60|2|phrase|Sounds natural|Звучит живо|final
60|3|bait|You do you|Будь собой|bait not physically do yourself
60|4|phrase|Keep learning|Учись дальше|final
60|5|phrase|Save the list|Сохрани список|final save
